# STITCH 1	STITCH 2	Polypharmacy Side Effect	Side Effect Name
CID000005478	CID006398525	C0004604	Back Ache
CID000005478	CID006398525	C0019917	hordeolum
CID000005478	CID006398525	C0037199	Sinusitis
CID000005478	CID006398525	C0151904	Aspartate Aminotransferase Increase
CID000005478	CID006398525	C0398353	Hypoventilation
CID000005478	CID006398525	C0015967	body temperature increased
CID000005478	CID006398525	C0027051	heart attack
CID000005478	CID006398525	C0231807	Dyspnea exertional
CID000005478	CID006398525	C0011334	dental caries
CID000005478	CID006398525	C0020456	hyperglycaemia
CID000005478	CID006398525	C0497247	arterial pressure NOS increased
CID000005478	CID006398525	C0013604	edema
CID000005478	CID006398525	C0032617	polyuria
CID000005478	CID006398525	C0020615	hypoglycaemia
CID000005478	CID006398525	C0013404	Difficulty breathing
CID000005478	CID006398525	C0002871	anaemia
CID000005478	CID006398525	C0031090	periodontal disease
CID000005478	CID006398525	C0015672	Fatigue
CID000005478	CID006398525	C0039231	heart rate increased
CID000005478	CID006398525	C0917801	insomnia
CID000005478	CID006398525	C0085631	agitated
CID000005478	CID006398525	C0008033	pleural pain
CID000005478	CID006398525	C0011991	diarrhea
CID000005478	CID006398525	C0011849	Diabetes
CID000005478	CID006398525	C0006277	bronchitis
CID000005478	CID006398525	C0020649	arterial pressure NOS decreased
CID000005478	CID006398525	C0085602	excessive thirst
CID000005478	CID006398525	C0028754	obesity
CID000005478	CID006398525	C0277925	Cold extremities
CID000005478	CID006398525	C0011168	deglutition disorder
CID000005478	CID006398525	C0020505	hyperalimentation
CID000005478	CID006398525	C0019348	herpes simplex
CID000005478	CID006398525	C0003862	Aching joints
CID000005478	CID006398525	C0004238	AFIB
CID000005478	CID006398525	C0026858	musculoskeletal pain
CID000005478	CID006398525	C0026946	fungal disease
CID000005478	CID006398525	C0017979	glucosuria
CID000005478	CID006398525	C0016169	fistula
CID000005478	CID006398525	C0007117	basal cell carcinoma
CID000005478	CID006398525	C0018681	Head ache
CID000003937	CID005311048	C0231807	Dyspnea exertional
CID000003937	CID005311048	C0085602	excessive thirst
CID000003937	CID005311048	C0043096	loss of weight
CID000003937	CID005311048	C0267596	haemorrhage rectum
CID000003937	CID005311048	C0038002	enlarged spleen
CID000003937	CID005311048	C0015967	body temperature increased
CID000003937	CID005311048	C0162297	pulmonary arrest
CID000003937	CID005311048	C0018926	haematemesis
CID000003937	CID005311048	C0009676	confusion
CID000003937	CID005311048	C0042029	Infection Urinary Tract
CID000003937	CID005311048	C0236124	Gastrointestinal Obstruction
CID000003937	CID005311048	C0042024	Incontinence
CID000003937	CID005311048	C0151825	bone pain
CID000003937	CID005311048	C0342579	Electrolyte disorder
CID000003937	CID005311048	C0002871	anaemia
CID000003937	CID005311048	C0005747	Blepharospasm
CID000003937	CID005311048	C0033246	proctitis
CID000003937	CID005311048	C0018188	granuloma
CID000003937	CID005311048	C0005001	benign prostatic hyperplasia
CID000003937	CID005311048	C0021845	intestinal perforation
CID000003937	CID005311048	C0036983	septic shock
CID000003937	CID005311048	C0080274	bladder retention
CID000003937	CID005311048	C0030193	Pain
CID000003937	CID005311048	C0025287	meningeal irritation
CID000003937	CID005311048	C0027497	nausea
CID000003937	CID005311048	C0039070	Fainting
CID000003937	CID005311048	C0036117	Salmonella
CID000003937	CID005311048	C0002170	alopecia
CID000003937	CID005311048	C0032300	lobar pneumonia
CID000003937	CID005311048	C0022658	disorder Renal
CID000003937	CID005311048	C0020625	blood sodium decreased
CID000003937	CID005311048	C0085682	Hypophosphataemia
CID000003937	CID005311048	C0020621	hypokalaemia
CID000003937	CID005311048	C0032227	Pleural Effusion
CID000003937	CID005311048	C0151723	Hypomagnesaemia
CID000003937	CID005311048	C0149871	deep vein thromboses
CID000003937	CID005311048	C0003962	ascites
CID000003937	CID005311048	C0023530	leucopenia
CID000003937	CID005311048	C0011854	insulin dependent diabetes mellitus
CID000003937	CID005311048	C1260880	rhinorrhea
CID000003937	CID005311048	C0015544	failure to thrive
CID000003937	CID005311048	C0235329	Small intestinal obstruction
CID000003937	CID005311048	C0004144	atelectasis
CID000003937	CID005311048	C0750426	increased white blood cell count
CID000003937	CID005311048	C0015256	Excoriation
CID000003937	CID005311048	C0032285	neumonia
CID000003937	CID005311048	C0037199	Sinusitis
CID000003937	CID005311048	C0007177	Cardiac tamponade
CID000003937	CID005311048	C0085614	Atrioventricular block first degree
CID000003937	CID005311048	C0085593	chill
CID000003937	CID005311048	C0235946	cerebral atrophy
CID000003937	CID005311048	C0018674	head injury
CID000003937	CID005311048	C0028081	night sweat
CID000003937	CID005311048	C0006112	metabolic encephalopathy
CID000003937	CID005311048	C0004134	Ataxia
CID000003937	CID005311048	C0159877	ankle fracture
CID000003937	CID005311048	C1510431	Superficial thrombophlebitis
CID000003937	CID005311048	C0265031	Bleeding hemorrhoids
CID000003937	CID005311048	C0019193	hepatitis toxic
CID000003937	CID005311048	C0013221	drug toxicity NOS
CID000003937	CID005311048	C0032290	aspiration pneumonia
CID000003937	CID005311048	C0014130	endocrine disorder
CID000003937	CID005311048	C0152025	polyneuropathy
CID000003937	CID005311048	C0004093	asthenia
CID000003937	CID005311048	C0011991	diarrhea
CID000003937	CID005311048	C0037284	skin lesion
CID000003937	CID005311048	C0034067	emphysema
CID000003937	CID005311048	C0006840	Candida Infection
CID000003937	CID005311048	C0027080	myoglobinuria
CID000003937	CID005311048	C0009421	coma
CID000003937	CID005311048	C0018989	hemiparesis
CID000003937	CID005311048	C0031117	neuropathy peripheral
CID000003937	CID005311048	C0004623	Bacterial infection
CID000003937	CID005311048	C0010692	Bladder inflammation
CID000003937	CID005311048	C0037195	Sinus headache
CID000003937	CID005311048	C0151465	renal abscess
CID000003937	CID005311048	C0011615	allergic dermatitis
CID000003937	CID005311048	C0398353	Hypoventilation
CID000003937	CID005311048	C0018800	cardiac enlargement
CID000003937	CID005311048	C0038362	mucositis oral
CID000003937	CID005311048	C0235896	lung infiltration
CID000003937	CID005311048	C0014335	enteritis
CID000003937	CID005311048	C0012813	diverticulitis
CID000003937	CID005311048	C0022660	acute kidney failure
CID000003937	CID005311048	C0008767	Scar
CID000003937	CID005311048	C0008311	Cholangitis
CID000003937	CID005311048	C0011606	dermatitis exfoliative
CID000003937	CID005311048	C0151766	Abnormal LFTs
CID000003937	CID005311048	C0519030	pneumonia Klebsiella
CID000003937	CID005311048	C0039239	sinus tachycardia
CID000003937	CID005311048	C0038353	gastric dilatation
CID000003937	CID005311048	C0005687	distended bladder
CID000003937	CID005311048	C0575090	balance disorder
CID000003937	CID005311048	C0030312	bone marrow failure
CID000003937	CID005311048	C0149521	pancreatitis relapsing
CID000003937	CID005311048	C0011168	deglutition disorder
CID000003937	CID005311048	C0040046	Thrombophlebitis
CID000003937	CID005311048	C0014549	Convulsions Grand Mal
CID000003937	CID005311048	C0001623	adrenal insufficiency
CID000003937	CID005311048	C0836924	increased platelet count
CID000003937	CID005311048	C0026946	fungal disease
CID000003937	CID005311048	C0152029	nasal sinus congestion
CID000003937	CID005311048	C0235761	nasal septal perforation
CID000003937	CID005311048	C0013362	dysarthria
CID000003937	CID005311048	C0031154	peritonitis
CID000003937	CID005311048	C0085610	sinus bradycardia
CID000003937	CID005311048	C0042487	phlebothrombosis
CID000003937	CID005311048	C0005758	bleb
CID000003937	CID005311048	C0001122	Acidosis
CID000003937	CID005311048	C0037011	shoulder pain
CID000003937	CID005311048	C0040136	thyroid neoplasia
CID000003937	CID005311048	C0085649	edema extremities
CID000003937	CID005311048	C0014591	epistaxis
CID000003937	CID005311048	C0040034	thrombocytopenia
CID000003937	CID005311048	C0026764	Multiple Myeloma
CID000003937	CID005311048	C0027947	Neutropenia
CID000003937	CID005311048	C0438215	Abnormal Laboratory Findings
CID000003937	CID005311048	C0011175	dehydration
CID000003937	CID005311048	C0000737	abdominal pain
CID000003937	CID005311048	C0264906	atrioventricular block second degree
CID000003937	CID005311048	C0032371	Polio
CID000003937	CID005311048	C0242184	hypoxia
CID000003937	CID005311048	C0013404	Difficulty breathing
CID000003937	CID005311048	C0004610	Bacteraemia
CID000003937	CID005311048	C0221150	odynophagia
CID000003937	CID005311048	C0010823	CMV infection
CID000003937	CID005311048	C0243026	sepsis
CID000003937	CID005311048	C1384666	Decreased hearing
CID000003937	CID005311048	C0740401	duodenal ulcer perforation
CID000003937	CID005311048	C0042963	emesis
CID000003937	CID005311048	C1253936	joint effusion
CID000003937	CID005311048	C0018932	haematochezia
CID000003937	CID005311048	C0021141	ADH inappropriate
CID000003937	CID005311048	C0085605	Hepatic failure
CID000003937	CID005311048	C0023518	leucocytosis
CID000003937	CID005311048	C0018818	ventricular septal defect
CID000003937	CID005311048	C0023211	bundle branch block left
CID000003937	CID005311048	C0020649	arterial pressure NOS decreased
CID000003937	CID005311048	C0220981	metabolic acidosis
CID000003937	CID005311048	C0003868	gouty arthritis
CID000004158	CID000005523	C0231807	Dyspnea exertional
CID000004158	CID000005523	C0016663	Bone Fracture Spontaneous
CID000004158	CID000005523	C0004604	Back Ache
CID000004158	CID000005523	C0027404	narcolepsy
CID000004158	CID000005523	C0015967	body temperature increased
CID000004158	CID000005523	C0018926	haematemesis
CID000004158	CID000005523	C0027121	muscle inflammation
CID000004158	CID000005523	C0009676	confusion
CID000004158	CID000005523	C0042024	Incontinence
CID000004158	CID000005523	C0149801	urosepsis
CID000004158	CID000005523	C0678222	Breast cancer
CID000004158	CID000005523	C0221706	road traffic accident
CID000004158	CID000005523	C0033774	itch
CID000004158	CID000005523	C0003873	Arthritis rheumatoid
CID000004158	CID000005523	C0002871	anaemia
CID000004158	CID000005523	C0027796	Neuralgia
CID000004158	CID000005523	C0008033	pleural pain
CID000004158	CID000005523	C0017168	acid reflux
CID000004158	CID000005523	C0019291	hernia hiatal
CID000004158	CID000005523	C0030193	Pain
CID000004158	CID000005523	C0030196	Extremity pain
CID000004158	CID000005523	C0027497	nausea
CID000004158	CID000005523	C0039070	Fainting
CID000004158	CID000005523	C0002170	alopecia
CID000004158	CID000005523	C0428977	bradycardia
CID000004158	CID000005523	C0206062	ild
CID000004158	CID000005523	C0020625	blood sodium decreased
CID000004158	CID000005523	C0039240	Supraventricular tachycardia
CID000004158	CID000005523	C0020621	hypokalaemia
CID000004158	CID000005523	C0032227	Pleural Effusion
CID000004158	CID000005523	C0149871	deep vein thromboses
CID000004158	CID000005523	C0016382	facial flushing
CID000004158	CID000005523	C0002064	respiratory alkalosis
CID000004158	CID000005523	C0006444	bursitis
CID000004158	CID000005523	C0004144	atelectasis
CID000004158	CID000005523	C0750426	increased white blood cell count
CID000004158	CID000005523	C0032285	neumonia
CID000004158	CID000005523	C0037199	Sinusitis
CID000004158	CID000005523	C0036396	ischias
CID000004158	CID000005523	C0010200	Cough
CID000004158	CID000005523	C0018674	head injury
CID000004158	CID000005523	C0016204	flatulence
CID000004158	CID000005523	C0020517	allergies
CID000004158	CID000005523	C0020456	hyperglycaemia
CID000004158	CID000005523	C0028081	night sweat
CID000004158	CID000005523	C0004238	AFIB
CID000004158	CID000005523	C0012833	dizziness
CID000004158	CID000005523	C0020598	Blood calcium decreased
CID000004158	CID000005523	C0085680	hypochloraemia
CID000004158	CID000005523	C0015672	Fatigue
CID000004158	CID000005523	C0013221	drug toxicity NOS
CID000004158	CID000005523	C0032290	aspiration pneumonia
CID000004158	CID000005523	C0151786	muscle weakness
CID000004158	CID000005523	C0023798	lipoma
CID000004158	CID000005523	C0004093	asthenia
CID000004158	CID000005523	C0042571	spinning sensation
CID000004158	CID000005523	C0004096	asthma
CID000004158	CID000005523	C0006277	bronchitis
CID000004158	CID000005523	C0034065	Embolism pulmonary
CID000004158	CID000005523	C0016053	fibromyalgia
CID000004158	CID000005523	C0029443	osteomyelitis
CID000004158	CID000005523	C0037763	muscle spasm
CID000004158	CID000005523	C0149745	mouth ulcer
CID000004158	CID000005523	C0034069	lung fibrosis
CID000004158	CID000005523	C0151699	haemorrhage intracranial
CID000004158	CID000005523	C0032326	pneumothorax
CID000004158	CID000005523	C0029442	osteomalacia
CID000004158	CID000005523	C0085584	encephalopathy
CID000004158	CID000005523	C0020040	hot flash
CID000004158	CID000005523	C0152128	drug withdrawal
CID000004158	CID000005523	C0007642	cellulitis
CID000004158	CID000005523	C0009806	constipated
CID000004158	CID000005523	C0005779	Clotting
CID000004158	CID000005523	C0878544	Cardiomyopathy
CID000004158	CID000005523	C0006266	bronchial spasm
CID000004158	CID000005523	C0158252	intervertebral disc disorder
CID000004158	CID000005523	C0398353	Hypoventilation
CID000004158	CID000005523	C1269683	major depression
CID000004158	CID000005523	C0027769	nervous tension
CID000004158	CID000005523	C0151904	Aspartate Aminotransferase Increase
CID000004158	CID000005523	C0917799	excessive sleepiness
CID000004158	CID000005523	C0022660	acute kidney failure
CID000004158	CID000005523	C0009938	bruise
CID000004158	CID000005523	C0024299	lymphoma
CID000004158	CID000005523	C0740858	substance abuse
CID000004158	CID000005523	C0009241	cognitive disorder
CID000004158	CID000005523	C0020672	decreased body temperature
CID000004158	CID000005523	C0014549	Convulsions Grand Mal
CID000004158	CID000005523	C0020676	hypothyroid
CID000004158	CID000005523	C0038999	bulging
CID000004158	CID000005523	C0039231	heart rate increased
CID000004158	CID000005523	C0151766	Abnormal LFTs
CID000004158	CID000005523	C0030252	palpitation
CID000004158	CID000005523	C1510472	Drug addiction
CID000004158	CID000005523	C0003044	animal bite
CID000004158	CID000005523	C0003123	Anorexia
CID000004158	CID000005523	C0149931	migraine
CID000004158	CID000005523	C0026821	cramp
CID000004158	CID000005523	C0242362	Intervertebral Disc Herniation
CID000004158	CID000005523	C0013144	drowsiness
CID000004158	CID000005523	C0021311	infection
CID000004158	CID000005523	C0013146	abuse
CID000004158	CID000005523	C0344232	blurred vision
CID000004158	CID000005523	C0013362	dysarthria
CID000004158	CID000005523	C0018944	haematoma
CID000004158	CID000005523	C0013473	eating disorder
CID000004158	CID000005523	C0002622	Amnesia
CID000004158	CID000005523	C0040822	tremor
CID000004158	CID000005523	C0027424	nasal congestion
CID000004158	CID000005523	C0040034	thrombocytopenia
CID000004158	CID000005523	C0019080	Bleeding
CID000004158	CID000005523	C0026764	Multiple Myeloma
CID000004158	CID000005523	C0520474	aseptic necrosis bone
CID000004158	CID000005523	C0027947	Neutropenia
CID000004158	CID000005523	C0043144	wheeze
CID000004158	CID000005523	C0037315	sleep apnea
CID000004158	CID000005523	C0007785	cerebral infarct
CID000004158	CID000005523	C0007784	cerebral haemorrhage
CID000004158	CID000005523	C0242184	hypoxia
CID000004158	CID000005523	C0013404	Difficulty breathing
CID000004158	CID000005523	C0011860	Mod
CID000004158	CID000005523	C0003850	arteriosclerosis
CID000004158	CID000005523	C0151706	bleeding Vaginal
CID000004158	CID000005523	C0007820	cerebral vascular disorder
CID000004158	CID000005523	C0851578	sleep disorder
CID000004158	CID000005523	C0029408	Osteoarthritis
CID000004158	CID000005523	C0917801	insomnia
CID000004158	CID000005523	C0243026	sepsis
CID000004158	CID000005523	C0042963	emesis
CID000004158	CID000005523	C0003467	Anxiety
CID000004158	CID000005523	C0024902	breast pain
CID000004158	CID000005523	C0314719	dry eye
CID000004158	CID000005523	C1442903	bone spur
CID000004158	CID000005523	C0000833	abscess
CID000004158	CID000005523	C0041657	loss of consciousness
CID000004158	CID000005523	C0038663	attempted suicide
CID000004158	CID000005523	C0003862	Aching joints
CID000004158	CID000005523	C0700594	radiculopathy
CID000004158	CID000005523	C0003864	arthritis
CID000004158	CID000005523	C0020649	arterial pressure NOS decreased
CID000004158	CID000005523	C0220983	metabolic alkalosis
CID000004158	CID000005523	C0018681	Head ache
CID000003696	CID000004112	C0043096	loss of weight
CID000003696	CID000004112	C0006444	bursitis
CID000003696	CID000004112	C0007642	cellulitis
CID000003696	CID000004112	C0311394	difficulty in walking
CID000003696	CID000004112	C0004604	Back Ache
CID000003696	CID000004112	C0009806	constipated
CID000003696	CID000004112	C0032285	neumonia
CID000003696	CID000004112	C0435630	wrist fracture
CID000003696	CID000004112	C0035455	Rhinitis
CID000003696	CID000004112	C0149531	fractured pelvis NOS
CID000003696	CID000004112	C0029927	Ovarian Cyst
CID000003696	CID000004112	C0043094	weight gain
CID000003696	CID000004112	C0001418	adenocarcinoma
CID000003696	CID000004112	C0085606	micturition urgency
CID000003696	CID000004112	C0029408	Osteoarthritis
CID000003696	CID000004112	C0018802	Cardiac decompensation
CID000003696	CID000004112	C0016204	flatulence
CID000003696	CID000004112	C0038362	mucositis oral
CID000003696	CID000004112	C0014868	esophagitis
CID000003696	CID000004112	C0009676	confusion
CID000003696	CID000004112	C0917801	insomnia
CID000003696	CID000004112	C0042025	Stress incontinence
CID000003696	CID000004112	C0012813	diverticulitis
CID000003696	CID000004112	C0013604	edema
CID000003696	CID000004112	C0023895	disease of liver
CID000003696	CID000004112	C0152032	hesitancy
CID000003696	CID000004112	C0012833	dizziness
CID000003696	CID000004112	C0398353	Hypoventilation
CID000003696	CID000004112	C0009938	bruise
CID000003696	CID000004112	C0000737	abdominal pain
CID000003696	CID000004112	C0030196	Extremity pain
CID000003696	CID000004112	C0003872	psoriatic arthritis
CID000003696	CID000004112	C0009241	cognitive disorder
CID000003696	CID000004112	C0043352	aptyalism
CID000003696	CID000004112	C0040822	tremor
CID000003696	CID000004112	C0152027	sensory disturbance
CID000003696	CID000004112	C0232492	abdominal pain upper
CID000003696	CID000004112	C0028734	nocturia
CID000003696	CID000004112	C0003811	Arrhythmia
CID000003696	CID000004112	C0016658	bone fracture
CID000003696	CID000004112	C0027796	Neuralgia
CID000003696	CID000004112	C0151766	Abnormal LFTs
CID000003696	CID000004112	C0013395	dyspepsia
CID000003696	CID000004112	C0008033	pleural pain
CID000003696	CID000004112	C0011991	diarrhea
CID000003696	CID000004112	C0030794	pain pelvic
CID000003696	CID000004112	C0013428	dysuria
CID000003696	CID000004112	C0003467	Anxiety
CID000003696	CID000004112	C0012691	dislocation
CID000003696	CID000004112	C0028259	nodule
CID000003696	CID000004112	C0085624	burning sensation
CID000003696	CID000004112	C0080274	bladder retention
CID000003696	CID000004112	C0028754	obesity
CID000003696	CID000004112	C1510472	Drug addiction
CID000003696	CID000004112	C0030193	Pain
CID000003696	CID000004112	C0159877	ankle fracture
CID000003696	CID000004112	C0010709	cyst
CID000003696	CID000004112	C0011168	deglutition disorder
CID000003696	CID000004112	C0497156	Adenopathy
CID000003696	CID000004112	C0442874	neuropathy
CID000003696	CID000004112	C0027497	nausea
CID000003696	CID000004112	C0032308	pneumonia staphylococcal
CID000003696	CID000004112	C0042514	tachycardia ventricular
CID000003696	CID000004112	C0221776	mouth pain
CID000003696	CID000004112	C0002170	alopecia
CID000003696	CID000004112	C0036983	septic shock
CID000003696	CID000004112	C0003862	Aching joints
CID000003696	CID000004112	C0178282	Abdominal hernia
CID000003696	CID000004112	C0018524	Hallucination
CID000003696	CID000004112	C0024115	Disorder Lung
CID000003696	CID000004112	C0020649	arterial pressure NOS decreased
CID000003696	CID000004112	C0152128	drug withdrawal
CID000003899	CID000004473	C0019158	hepatitis
CID000003899	CID000004473	C0520474	aseptic necrosis bone
CID000003899	CID000004473	C0022346	icterus
CID000003899	CID000004473	C0008033	pleural pain
CID000003899	CID000004473	C0151904	Aspartate Aminotransferase Increase
CID000003899	CID000004473	C0003862	Aching joints
CID000003899	CID000004473	C0020433	Bilirubinaemia
CID000003899	CID000004473	C0003873	Arthritis rheumatoid
CID000000853	CID005311181	C0497156	Adenopathy
CID000000853	CID005311181	C0036421	Scleroderma
CID000000853	CID005311181	C0034072	Cor pulmonale
CID000000853	CID005311181	C0014724	belching
CID000000853	CID005311181	C0005779	Clotting
CID000000853	CID005311181	C0267596	haemorrhage rectum
CID000000853	CID005311181	C0001122	Acidosis
CID000000853	CID005311181	C0037036	excessive salivation
CID000000853	CID005311181	C0020433	Bilirubinaemia
CID000000853	CID005311181	C0027404	narcolepsy
CID000000853	CID005311181	C0235527	right heart failure
CID000000853	CID005311181	C0027424	nasal congestion
CID000000853	CID005311181	C0020437	Blood Calcium Increased
CID000000853	CID005311181	C0018801	cardiac failure
CID000000853	CID005311181	C0018674	head injury
CID000000853	CID005311181	C0016204	flatulence
CID000000853	CID005311181	C0034155	thrombotic microangiopathy
CID000000853	CID005311181	C0085649	edema extremities
CID000000853	CID005311181	C0151908	dry skin
CID000000853	CID005311181	C0235896	lung infiltration
CID000000853	CID005311181	C0016807	intestinal functional disorder
CID000000853	CID005311181	C0006325	bruxism
CID000000853	CID005311181	C0023890	cirrhosis
CID000000853	CID005311181	C0032300	lobar pneumonia
CID000000853	CID005311181	C0023895	disease of liver
CID000000853	CID005311181	C0022661	Chronic Kidney Disease
CID000000853	CID005311181	C0018790	asystole
CID000000853	CID005311181	C0151632	elevated erythrocyte sedimentation rate
CID000000853	CID005311181	C0013404	Difficulty breathing
CID000000853	CID005311181	C0015672	Fatigue
CID000000853	CID005311181	C0038525	subarachnoid haemorrhage
CID000000853	CID005311181	C0750426	increased white blood cell count
CID000000853	CID005311181	C0003811	Arrhythmia
CID000000853	CID005311181	C0006826	cancer
CID000000853	CID005311181	C0270996	eye swelling
CID000000853	CID005311181	C0040264	tinnitus
CID000000853	CID005311181	C0042963	emesis
CID000000853	CID005311181	C0020542	pulmonary hypertension
CID000000853	CID005311181	C0034065	Embolism pulmonary
CID000000853	CID005311181	C0085584	encephalopathy
CID000000853	CID005311181	C0220981	metabolic acidosis
CID000000853	CID005311181	C0018932	haematochezia
CID000000853	CID005311181	C1145670	respiratory failure
CID000000853	CID005311181	C0037578	soft tissue injuries
CID000000853	CID005311181	C0019209	enlarged liver
CID000000853	CID005311181	C0038395	streptococcal infection
CID000000853	CID005311181	C1257843	colitis pseudomembranous
CID000000853	CID005311181	C0085605	Hepatic failure
CID000000853	CID005311181	C0039070	Fainting
CID000000853	CID005311181	C0342579	Electrolyte disorder
CID000000853	CID005311181	C0149801	urosepsis
CID000000853	CID005311181	C0025323	heavy menstrual period
CID000000853	CID005311181	C0025322	premature menopause
CID000000853	CID005311181	C0004239	atrial flutter
CID000000853	CID005311181	C0019322	umbilical hernia
CID000000853	CID005311181	C0031039	pericardial effusion
CID000000853	CID005311181	C0024117	chronic obstructive airway disease
CID000000853	CID005311181	C0020649	arterial pressure NOS decreased
CID000000853	CID005311181	C0030305	pancreatitis
CID000000853	CID005311181	C0016382	facial flushing
CID000000853	CID005311181	C0003962	ascites
CID000000853	CID005311181	C0020550	hyperthyroidism
CID000003446	CID000032797	C0004601	back injury
CID000003446	CID000032797	C0699744	ear infection
CID000003446	CID000032797	C0004604	Back Ache
CID000003446	CID000032797	C0013456	ear ache
CID000003446	CID000032797	C0012569	Diplopia
CID000003446	CID000032797	C0033860	psoriasis
CID000003446	CID000032797	C0015967	body temperature increased
CID000003446	CID000032797	C0014863	esophageal spasm
CID000003446	CID000032797	C0027051	heart attack
CID000003446	CID000032797	C0011616	contact dermatitis
CID000003446	CID000032797	C0267112	erosive gastritis
CID000003446	CID000032797	C0014868	esophagitis
CID000003446	CID000032797	C0151786	muscle weakness
CID000003446	CID000032797	C0020538	High blood pressure
CID000003446	CID000032797	C0678222	Breast cancer
CID000003446	CID000032797	C0221706	road traffic accident
CID000003446	CID000032797	C0151827	eye pain
CID000003446	CID000032797	C0003872	psoriatic arthritis
CID000003446	CID000032797	C0024121	lung neoplasms
CID000003446	CID000032797	C0002871	anaemia
CID000003446	CID000032797	C0005745	blepharoptosis
CID000003446	CID000032797	C0005747	Blepharospasm
CID000003446	CID000032797	C0008031	chest pain
CID000003446	CID000032797	C0008033	pleural pain
CID000003446	CID000032797	C0017168	acid reflux
CID000003446	CID000032797	C0017565	Bleeding gums
CID000003446	CID000032797	C0014488	epicondylitis
CID000003446	CID000032797	C0038379	Strabismus
CID000003446	CID000032797	C0027719	nephrosclerosis
CID000003446	CID000032797	C0027343	ingrowing nail
CID000003446	CID000032797	C0042514	tachycardia ventricular
CID000003446	CID000032797	C0030193	Pain
CID000003446	CID000032797	C0030196	Extremity pain
CID000003446	CID000032797	C0020505	hyperalimentation
CID000003446	CID000032797	C0040435	tooth disease
CID000003446	CID000032797	C0221776	mouth pain
CID000003446	CID000032797	C0035078	kidney failure
CID000003446	CID000032797	C0034735	Raynauds phenomenon
CID000003446	CID000032797	C0022658	disorder Renal
CID000003446	CID000032797	C0242528	azotaemia
CID000003446	CID000032797	C0039240	Supraventricular tachycardia
CID000003446	CID000032797	C0013295	duodenal ulcer
CID000003446	CID000032797	C0020621	hypokalaemia
CID000003446	CID000032797	C0023530	leucopenia
CID000003446	CID000032797	C0038454	apoplexy
CID000003446	CID000032797	C0004144	atelectasis
CID000003446	CID000032797	C0032285	neumonia
CID000003446	CID000032797	C0037199	Sinusitis
CID000003446	CID000032797	C0036508	dermatitis seborrheic
CID000003446	CID000032797	C0006852	candidiasis of vagina
CID000003446	CID000032797	C0011334	dental caries
CID000003446	CID000032797	C0020456	hyperglycaemia
CID000003446	CID000032797	C0019112	haemorrhoids
CID000003446	CID000032797	C0085624	burning sensation
CID000003446	CID000032797	C0015469	facial palsy
CID000003446	CID000032797	C0035854	acne rosacea
CID000003446	CID000032797	C0038814	sunburn
CID000003446	CID000032797	C0015672	Fatigue
CID000003446	CID000032797	C0262431	Spinal Compression Fracture
CID000003446	CID000032797	C0023798	lipoma
CID000003446	CID000032797	C0004093	asthenia
CID000003446	CID000032797	C0004096	asthma
CID000003446	CID000032797	C0011849	Diabetes
CID000003446	CID000032797	C0151744	Cardiac ischemia
CID000003446	CID000032797	C0034065	Embolism pulmonary
CID000003446	CID000032797	C0006849	candidiasis of mouth
CID000003446	CID000032797	C0029443	osteomyelitis
CID000003446	CID000032797	C0037763	muscle spasm
CID000003446	CID000032797	C0006840	Candida Infection
CID000003446	CID000032797	C0522224	palsies
CID000003446	CID000032797	C0041582	ulcer
CID000003446	CID000032797	C0026848	muscle disorder
CID000003446	CID000032797	C0019360	herpes zoster
CID000003446	CID000032797	C0010054	arteriosclerotic heart disease
CID000003446	CID000032797	C0016053	fibromyalgia
CID000003446	CID000032797	C0014553	petit mal
CID000003446	CID000032797	C0042769	Infection Viral
CID000003446	CID000032797	C0024117	chronic obstructive airway disease
CID000003446	CID000032797	C0031117	neuropathy peripheral
CID000003446	CID000032797	C0004623	Bacterial infection
CID000003446	CID000032797	C0010692	Bladder inflammation
CID000003446	CID000032797	C0016169	fistula
CID000003446	CID000032797	C0030920	gastroduodenal ulcer
CID000003446	CID000032797	C0018099	gout
CID000003446	CID000032797	C0007642	cellulitis
CID000003446	CID000032797	C0009806	constipated
CID000003446	CID000032797	C0085636	Light sensitivity
CID000003446	CID000032797	C0022104	Colon Spastic
CID000003446	CID000032797	C0158252	intervertebral disc disorder
CID000003446	CID000032797	C0398353	Hypoventilation
CID000003446	CID000032797	C0036421	Scleroderma
CID000003446	CID000032797	C0018801	cardiac failure
CID000003446	CID000032797	C0018802	Cardiac decompensation
CID000003446	CID000032797	C0149514	acute bronchitis
CID000003446	CID000032797	C0020473	hyperlipaemia
CID000003446	CID000032797	C0917798	cerebral ischaemia
CID000003446	CID000032797	C0022661	Chronic Kidney Disease
CID000003446	CID000032797	C0152031	joint swelling
CID000003446	CID000032797	C0008767	Scar
CID000003446	CID000032797	C0000737	abdominal pain
CID000003446	CID000032797	C0018799	cardiac disease
CID000003446	CID000032797	C0242362	Intervertebral Disc Herniation
CID000003446	CID000032797	C0015423	eyelid diseases
CID000003446	CID000032797	C0022116	ischaemia
CID000003446	CID000032797	C0026267	mitral valve prolapse
CID000003446	CID000032797	C0020542	pulmonary hypertension
CID000003446	CID000032797	C0149725	Chest infection
CID000003446	CID000032797	C0311394	difficulty in walking
CID000003446	CID000032797	C0028754	obesity
CID000003446	CID000032797	C0575090	balance disorder
