STITCH_1,STITCH_2,Polypharmacy_Side_Effect,Side_Effect_Name,STITCH_1_encoded,STITCH_2_encoded,drug_interaction_score,drug_sum,drug_diff,severity,affected_system,side_effect_category,severity_encoded,system_encoded,category_encoded,has_severe_interaction
CID000005005,CID005493444,C0018932,haematochezia,34,40,1360,74,6,moderate,other,other,1,0,6,0
CID000005005,CID005493444,C0015672,Fatigue,34,40,1360,74,6,mild,other,other,0,0,6,0
CID000005005,CID005493444,C0232492,abdominal pain upper,34,40,1360,74,6,moderate,other,gastrointestinal,1,0,1,0
CID000003261,CID000003746,C0043096,loss of weight,14,5,70,19,9,mild,other,other,0,0,6,0
CID000003261,CID000003746,C0004144,atelectasis,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0036974,cardiovascular collapse,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0011615,allergic dermatitis,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0009806,constipated,14,5,70,19,9,mild,other,gastrointestinal,0,0,1,0
CID000003261,CID000003746,C0442874,neuropathy,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0032285,neumonia,14,5,70,19,9,severe,other,other,2,0,6,1
CID000003261,CID000003746,C0030554,Paraesthesia,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0398353,Hypoventilation,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0027709,nephrocalcinosis,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0007642,cellulitis,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0016204,flatulence,14,5,70,19,9,mild,other,other,0,0,6,0
CID000003261,CID000003746,C0018926,haematemesis,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0009676,confusion,14,5,70,19,9,moderate,other,neurological,1,0,5,0
CID000003261,CID000003746,C0042029,Infection Urinary Tract,14,5,70,19,9,moderate,other,infectious,1,0,3,0
CID000003261,CID000003746,C0033774,itch,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0151786,muscle weakness,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0013604,edema,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0022346,icterus,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0000737,abdominal pain,14,5,70,19,9,moderate,other,gastrointestinal,1,0,1,0
CID000003261,CID000003746,C0034067,emphysema,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0235974,pancreatic cancer,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0242184,hypoxia,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0013404,Difficulty breathing,14,5,70,19,9,moderate,other,respiratory,1,0,8,0
CID000003261,CID000003746,C0030446,adynamic ileus,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0040997,trigeminal neuralgia,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0032290,aspiration pneumonia,14,5,70,19,9,moderate,other,respiratory,1,0,8,0
CID000003261,CID000003746,C0039231,heart rate increased,14,5,70,19,9,moderate,other,cardiovascular,1,0,0,0
CID000003261,CID000003746,C0917801,insomnia,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0018188,granuloma,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0042963,emesis,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0021845,intestinal perforation,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0036983,septic shock,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0019080,Bleeding,14,5,70,19,9,severe,other,hematological,2,0,2,1
CID000003261,CID000003746,C0311394,difficulty in walking,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C1510472,Drug addiction,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0030193,Pain,14,5,70,19,9,moderate,other,pain,1,0,7,0
CID000003261,CID000003746,C0013144,drowsiness,14,5,70,19,9,mild,other,other,0,0,6,0
CID000003261,CID000003746,C0039520,Tenosynovitis,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0027497,nausea,14,5,70,19,9,mild,other,gastrointestinal,0,0,1,0
CID000003261,CID000003746,C0003467,Anxiety,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0003123,Anorexia,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0000833,abscess,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0020625,blood sodium decreased,14,5,70,19,9,moderate,other,hematological,1,0,2,0
CID000003261,CID000003746,C0023885,liver abscess,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0020649,arterial pressure NOS decreased,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0259768,wound dehiscence,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0003962,ascites,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003261,CID000003746,C0152128,drug withdrawal,14,5,70,19,9,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0017152,gastric inflammation,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0026986,myelodysplasia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0085606,micturition urgency,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0016663,Bone Fracture Spontaneous,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0085631,agitated,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0004604,Back Ache,16,23,368,39,7,moderate,other,pain,1,0,7,0
CID000003446,CID000028112,C0013456,ear ache,16,23,368,39,7,moderate,other,pain,1,0,7,0
CID000003446,CID000028112,C0034887,rectal polyp,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0012569,Diplopia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0151636,Extrasystoles Ventricular,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0178428,sinus arrest,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0038002,enlarged spleen,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0033860,psoriasis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0027404,narcolepsy,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0015967,body temperature increased,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0267596,haemorrhage rectum,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0014863,esophageal spasm,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C1510472,Drug addiction,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0575090,balance disorder,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0027051,heart attack,16,23,368,39,7,severe,other,cardiovascular,2,0,0,1
CID000003446,CID000028112,C0231807,Dyspnea exertional,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0013182,Drug hypersensitivity,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0014868,esophagitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0009676,confusion,16,23,368,39,7,moderate,other,neurological,1,0,5,0
CID000003446,CID000028112,C0042029,Infection Urinary Tract,16,23,368,39,7,moderate,other,infectious,1,0,3,0
CID000003446,CID000028112,C0020488,hypernatraemia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0020538,High blood pressure,16,23,368,39,7,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID000028112,C0149801,urosepsis,16,23,368,39,7,moderate,other,infectious,1,0,3,0
CID000003446,CID000028112,C0014118,endocarditis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0221706,road traffic accident,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0022346,icterus,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0011880,diabetic acidosis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0030196,Extremity pain,16,23,368,39,7,moderate,other,pain,1,0,7,0
CID000003446,CID000028112,C0003873,Arthritis rheumatoid,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0035522,rib fracture,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0007787,transient ischaemic attack,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0037383,sneezing,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0002871,anaemia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0005745,blepharoptosis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0005747,Blepharospasm,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0003044,animal bite,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0003811,Arrhythmia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0085636,Light sensitivity,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0017160,gastroenteritis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0008031,chest pain,16,23,368,39,7,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID000028112,C0037023,salivary gland inflammation,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0008033,pleural pain,16,23,368,39,7,moderate,other,pain,1,0,7,0
CID000003446,CID000028112,C0017168,acid reflux,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0019291,hernia hiatal,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0917799,excessive sleepiness,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0036983,septic shock,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0039503,Tendinitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0085602,excessive thirst,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0003564,Aphonia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0030193,Pain,16,23,368,39,7,moderate,other,pain,1,0,7,0
CID000003446,CID000028112,C0027022,MPD,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0011127,decubitus ulcer,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0497156,Adenopathy,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0040435,tooth disease,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0027497,nausea,16,23,368,39,7,mild,other,gastrointestinal,0,0,1,0
CID000003446,CID000028112,C0039070,Fainting,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0002170,alopecia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0398353,Hypoventilation,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0022658,disorder Renal,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0006107,brain concussion,16,23,368,39,7,moderate,other,neurological,1,0,5,0
CID000003446,CID000028112,C0020625,blood sodium decreased,16,23,368,39,7,moderate,other,hematological,1,0,2,0
CID000003446,CID000028112,C0004239,atrial flutter,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0020621,hypokalaemia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0032227,Pleural Effusion,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0013298,duodenitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0149871,deep vein thromboses,16,23,368,39,7,severe,other,other,2,0,6,1
CID000003446,CID000028112,C0038395,streptococcal infection,16,23,368,39,7,moderate,other,infectious,1,0,3,0
CID000003446,CID000028112,C0003962,ascites,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0038436,post traumatic stress disorder,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0006444,bursitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0029927,Ovarian Cyst,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0018188,granuloma,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0019917,hordeolum,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0032285,neumonia,16,23,368,39,7,severe,other,other,2,0,6,1
CID000003446,CID000028112,C0035258,Ekbom Syndrome,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0036508,dermatitis seborrheic,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0344232,blurred vision,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0085593,chill,16,23,368,39,7,mild,other,other,0,0,6,0
CID000003446,CID000028112,C0851578,sleep disorder,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0006852,candidiasis of vagina,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0018674,head injury,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0037299,cutaneous ulcer,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0428977,bradycardia,16,23,368,39,7,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID000028112,C0086769,panic attack,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0011334,dental caries,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0020456,hyperglycaemia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0019112,haemorrhoids,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0020458,hyperhidrosis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0028081,night sweat,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0917801,insomnia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0232943,menometrorrhagia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0020615,hypoglycaemia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0012833,dizziness,16,23,368,39,7,mild,other,neurological,0,0,5,0
CID000003446,CID000028112,C0004134,Ataxia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0015469,facial palsy,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0015468,face pain,16,23,368,39,7,moderate,other,pain,1,0,7,0
CID000003446,CID000028112,C0020598,Blood calcium decreased,16,23,368,39,7,moderate,other,hematological,1,0,2,0
CID000003446,CID000028112,C0159877,ankle fracture,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0031350,pharyngeal inflammation,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0015672,Fatigue,16,23,368,39,7,mild,other,other,0,0,6,0
CID000003446,CID000028112,C0013221,drug toxicity NOS,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0032290,aspiration pneumonia,16,23,368,39,7,moderate,other,respiratory,1,0,8,0
CID000003446,CID000028112,C0235946,cerebral atrophy,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0023798,lipoma,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0004093,asthenia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0042571,spinning sensation,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0004096,asthma,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0028738,nystagmus,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0004245,atrioventricular block,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0013428,dysuria,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0016199,flank pain,16,23,368,39,7,moderate,other,pain,1,0,7,0
CID000003446,CID000028112,C0016053,fibromyalgia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0085584,encephalopathy,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0700594,radiculopathy,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0011849,Diabetes,16,23,368,39,7,moderate,other,metabolic,1,0,4,0
CID000003446,CID000028112,C0007860,cervicitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0595939,still birth,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0020565,breast enlargement,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0006277,bronchitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C1456784,paranoia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0271468,Eustachian tube disorder,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0019209,enlarged liver,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0010054,arteriosclerotic heart disease,16,23,368,39,7,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID000028112,C0024586,carcinoid syndrome,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0032326,pneumothorax,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0024421,macroglossia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0236720,flashbacks,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0043246,laceration,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0036572,convulsion,16,23,368,39,7,severe,other,other,2,0,6,1
CID000003446,CID000028112,C0017672,glossodynia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0035078,kidney failure,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0023885,liver abscess,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0024115,Disorder Lung,16,23,368,39,7,moderate,other,respiratory,1,0,8,0
CID000003446,CID000028112,C0020040,hot flash,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0004623,Bacterial infection,16,23,368,39,7,moderate,other,infectious,1,0,3,0
CID000003446,CID000028112,C1527344,dysphonia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0037763,muscle spasm,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0043096,loss of weight,16,23,368,39,7,mild,other,other,0,0,6,0
CID000003446,CID000028112,C0043094,weight gain,16,23,368,39,7,mild,other,other,0,0,6,0
CID000003446,CID000028112,C0007642,cellulitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0011615,allergic dermatitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0009806,constipated,16,23,368,39,7,mild,other,gastrointestinal,0,0,1,0
CID000003446,CID000028112,C0023895,disease of liver,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0003537,aphasia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0022104,Colon Spastic,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0013384,abnormal movements,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0011053,deafness,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0158252,intervertebral disc disorder,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0392525,Nephrolithiasis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0235329,Small intestinal obstruction,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0029456,osteoporosis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0018800,cardiac enlargement,16,23,368,39,7,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID000028112,C0149512,acute sinusitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0018802,Cardiac decompensation,16,23,368,39,7,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID000028112,C0023067,laryngitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0242172,Pelvic Inflammatory Disease,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0038362,mucositis oral,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C1269683,major depression,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0041582,ulcer,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0033774,itch,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0022575,keratitis sicca,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0023418,Leukaemia,16,23,368,39,7,severe,other,other,2,0,6,1
CID000003446,CID000028112,C0027092,myopia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0039240,Supraventricular tachycardia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0022660,acute kidney failure,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0009938,bruise,16,23,368,39,7,mild,other,other,0,0,6,0
CID000003446,CID000028112,C0008767,Scar,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0021400,flu,16,23,368,39,7,mild,other,other,0,0,6,0
CID000003446,CID000028112,C0518988,dental abscess,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0009241,cognitive disorder,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0018799,cardiac disease,16,23,368,39,7,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID000028112,C0020676,hypothyroid,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0232492,abdominal pain upper,16,23,368,39,7,moderate,other,gastrointestinal,1,0,1,0
CID000003446,CID000028112,C0020443,elevated cholesterol,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0039231,heart rate increased,16,23,368,39,7,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID000028112,C0013395,dyspepsia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0037199,Sinusitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0039239,sinus tachycardia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0435630,wrist fracture,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0020542,pulmonary hypertension,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0040264,tinnitus,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0016034,breast dysplasia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0278008,Altered Bowel Function,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0028754,obesity,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0020461,Excess potassium,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0033036,atrial ectopic beats,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0038358,gastric ulcer,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C1145670,respiratory failure,16,23,368,39,7,severe,other,respiratory,2,0,8,1
CID000003446,CID000028112,C0018817,atrial septal defect,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0043352,aptyalism,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0011168,deglutition disorder,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0013491,ecchymoses,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0010200,Cough,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0003123,Anorexia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0686347,tardive dyskinesia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0149931,migraine,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0023518,leucocytosis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0032617,polyuria,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0152027,sensory disturbance,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0031039,pericardial effusion,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0152025,polyneuropathy,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0013144,drowsiness,16,23,368,39,7,mild,other,other,0,0,6,0
CID000003446,CID000028112,C0151480,antinuclear antibody positive,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0034065,Embolism pulmonary,16,23,368,39,7,severe,other,other,2,0,6,1
CID000003446,CID000028112,C0162429,malnourished,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0013362,dysarthria,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0235660,galactorrhea,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0030554,Paraesthesia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0013473,eating disorder,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0005424,biliary tract disorder,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0002622,Amnesia,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0040822,tremor,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0575081,Abnormal Gait,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0151699,haemorrhage intracranial,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0027424,nasal congestion,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0002103,allergic rhinitis,16,23,368,39,7,moderate,other,other,1,0,6,0
CID000003446,CID000028112,C0029882,otitis media,16,23,368,39,7,moderate,other,other,1,0,6,0
